Age,AgeGroup,Attrition,Attrition_Flag,Department,Education,EducationLevel,JobRole_Clean,Gender,MaritalStatus_Clean,Monthly Income,MonthlyIncome_Lakhs,SalaryBand,OverTime_Flag,Percent Salary Hike,Performance Rating,PerformanceRating_Clean,HighPerformer,Total Working Years,Years At Company,TenureGroup,LongTenure,NewHire,Work Life Balance,WorkLifeBalance_Level,GoodWorkLife,PoorWorkLife,Stock Option Level,HasStockOptions,Num Companies Worked,Distance From Home,AvgSatisfaction,HighSatisfaction,LowSatisfaction,HighInvolvement,LowInvolvement,HighPaid,LowPaid,EmploymentStatus
57,56-65,No,0,R&D,Master's Degree,,Healthcare Representative,Male,Married,6755,0.06755,<20K,0,11,3,Fully Meets,0,15,3,3-5 years,0,0,3,Good,1,0,0,0,2,1,3.3333333333333335,1,0,1,0,0,1,Current
40,36-45,No,0,R&D,Master's Degree,,Laboratory Technician,Female,Married,2213,0.02213,<20K,1,13,3,Fully Meets,0,10,7,5-10 years,1,0,3,Good,1,0,1,1,3,10,3.3333333333333335,1,0,1,0,0,1,Current
21,18-25,No,0,Sales,Associates Degree,,Sales Representative,Male,Single,2610,0.0261,<20K,0,24,4,Exceeds,1,3,3,3-5 years,0,0,2,Average,0,1,0,0,1,9,2.6666666666666665,0,0,1,0,0,1,Current
33,26-35,Yes,1,Sales,Bachelor's Degree,,Sales Representative,Female,Single,2851,0.02851,<20K,1,13,3,Fully Meets,0,1,1,1-3 years,0,0,3,Good,1,0,0,0,1,5,3.0,0,0,1,0,0,1,Ex-Employee
37,36-45,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Female,Married,3452,0.03452,<20K,0,20,4,Exceeds,1,17,5,5-10 years,0,0,3,Good,1,0,1,1,6,10,2.0,0,1,1,0,0,1,Current
46,46-55,No,0,R&D,Master's Degree,,Manufacturing Director,Female,Married,5258,0.05258,<20K,0,14,3,Fully Meets,0,7,1,1-3 years,0,0,4,Excellent,1,0,0,0,2,7,3.0,0,0,1,0,0,1,Current
41,36-45,Yes,1,Sales,Bachelor's Degree,,Sales Executive,Male,Single,9355,0.09355,<20K,0,18,3,Fully Meets,0,8,8,5-10 years,1,0,3,Good,1,0,0,0,1,4,2.0,0,1,1,0,0,1,Ex-Employee
50,46-55,No,0,R&D,Bachelor's Degree,,Healthcare Representative,Male,Single,10496,0.10496,<20K,0,15,3,Fully Meets,0,20,4,3-5 years,0,0,3,Good,1,0,0,0,6,10,4.0,1,0,0,1,0,1,Current
40,36-45,Yes,1,Sales,Associates Degree,,Sales Executive,Male,Married,6380,0.0638,<20K,1,12,3,Fully Meets,0,8,6,5-10 years,1,0,3,Good,1,0,2,1,2,22,2.3333333333333335,0,0,0,1,0,1,Ex-Employee
31,26-35,No,0,R&D,Master's Degree,,Research Scientist,Male,Single,2657,0.02657,<20K,1,16,3,Fully Meets,0,3,2,1-3 years,0,0,3,Good,1,0,0,0,0,9,3.0,0,0,0,1,0,1,Current
21,18-25,Yes,1,Sales,Bachelor's Degree,,Sales Representative,Female,Single,2716,0.02716,<20K,0,15,3,Fully Meets,0,1,1,1-3 years,0,0,3,Good,1,0,0,0,1,12,3.0,0,0,1,0,0,1,Ex-Employee
29,26-35,No,0,R&D,Bachelor's Degree,,Research Scientist,Male,Single,2201,0.02201,<20K,0,16,3,Fully Meets,0,6,3,3-5 years,0,0,3,Good,1,0,0,0,9,23,4.0,1,0,1,0,0,1,Current
35,36-45,No,0,R&D,Master's Degree,,Healthcare Representative,Male,Single,6540,0.0654,<20K,0,19,3,Fully Meets,0,10,1,1-3 years,0,0,3,Good,1,0,0,0,9,9,2.6666666666666665,0,0,0,1,0,1,Current
27,26-35,No,0,R&D,Associates Degree,,Laboratory Technician,Male,Divorced,3816,0.03816,<20K,0,11,3,Fully Meets,0,5,5,5-10 years,0,0,3,Good,1,0,1,1,1,1,2.6666666666666665,0,0,1,0,0,1,Current
28,26-35,No,0,Sales,Master's Degree,,Sales Executive,Male,Single,5253,0.05253,<20K,0,16,3,Fully Meets,0,7,7,5-10 years,1,0,3,Good,1,0,0,0,1,9,3.3333333333333335,1,0,1,0,0,1,Current
49,46-55,No,0,R&D,Bachelor's Degree,,Healthcare Representative,Male,Single,10965,0.10965,<20K,0,24,4,Exceeds,1,26,5,5-10 years,0,0,3,Good,1,0,0,0,8,7,2.6666666666666665,0,0,0,1,0,1,Current
51,46-55,No,0,Sales,Associates Degree,,Sales Executive,Female,Married,4936,0.04936,<20K,0,11,3,Fully Meets,0,18,7,5-10 years,1,0,2,Average,0,1,1,1,4,14,3.3333333333333335,1,0,1,0,0,1,Current
36,36-45,No,0,R&D,Bachelor's Degree,,Research Scientist,Female,Married,2543,0.02543,<20K,0,13,3,Fully Meets,0,6,2,1-3 years,0,0,3,Good,1,0,1,1,4,2,3.0,0,0,1,0,0,1,Current
34,26-35,Yes,1,Sales,Bachelor's Degree,,Sales Executive,Male,Single,5304,0.05304,<20K,1,13,3,Fully Meets,0,9,5,5-10 years,0,0,2,Average,0,1,0,0,8,19,2.3333333333333335,0,0,1,0,0,1,Ex-Employee
55,56-65,No,0,R&D,Bachelor's Degree,,Manager,Female,Single,16659,0.16659,<20K,1,13,3,Fully Meets,0,30,5,5-10 years,0,0,3,Good,1,0,0,0,2,2,3.3333333333333335,1,0,1,0,0,1,Current
24,18-25,No,0,Sales,Master's Degree,,Sales Executive,Female,Divorced,4260,0.0426,<20K,1,12,3,Fully Meets,0,5,5,5-10 years,0,0,4,Excellent,1,0,1,1,1,10,3.6666666666666665,1,0,1,0,0,1,Current
30,26-35,No,0,Sales,High School,,Sales Representative,Male,Married,2476,0.02476,<20K,0,18,3,Fully Meets,0,1,1,1-3 years,0,0,3,Good,1,0,1,1,1,2,2.0,0,1,1,0,0,1,Current
26,26-35,Yes,1,R&D,High School,,Research Scientist,Male,Single,3102,0.03102,<20K,0,22,4,Exceeds,1,7,6,5-10 years,1,0,3,Good,1,0,0,0,0,3,2.3333333333333335,0,0,1,0,0,1,Ex-Employee
22,18-25,No,0,R&D,Bachelor's Degree,,Research Scientist,Female,Married,2244,0.02244,<20K,0,13,3,Fully Meets,0,2,2,1-3 years,0,0,3,Good,1,0,1,1,1,11,2.3333333333333335,0,0,1,0,0,1,Current
36,36-45,No,0,Sales,Associates Degree,,Sales Executive,Male,Married,7596,0.07596,<20K,0,13,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,2,1,1,2,2.3333333333333335,0,0,0,1,0,1,Current
30,26-35,Yes,1,R&D,Bachelor's Degree,,Research Scientist,Male,Single,2285,0.02285,<20K,1,23,4,Exceeds,1,3,1,1-3 years,0,0,3,Good,1,0,0,0,9,4,3.3333333333333335,1,0,1,0,0,1,Ex-Employee
37,36-45,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Female,Divorced,3034,0.03034,<20K,0,12,3,Fully Meets,0,18,18,15-20 years,1,0,2,Average,0,1,1,1,1,14,2.6666666666666665,0,0,1,0,0,1,Current
40,36-45,No,0,Sales,Associates Degree,,Sales Executive,Female,Divorced,5715,0.05715,<20K,0,12,3,Fully Meets,0,8,5,5-10 years,0,0,3,Good,1,0,2,1,7,2,3.0,0,0,1,0,0,1,Current
42,36-45,No,0,R&D,Master's Degree,,Laboratory Technician,Female,Divorced,2576,0.02576,<20K,0,16,3,Fully Meets,0,8,5,5-10 years,0,0,3,Good,1,0,1,1,3,1,1.6666666666666667,0,1,1,0,0,1,Current
37,36-45,No,0,R&D,Master's Degree,,Manufacturing Director,Male,Single,4197,0.04197,<20K,1,12,3,Fully Meets,0,18,1,1-3 years,0,0,2,Average,0,1,0,0,2,10,3.0,0,0,1,0,0,1,Current
43,36-45,No,0,R&D,Bachelor's Degree,,Research Director,Male,Divorced,14336,0.14336,<20K,0,11,3,Fully Meets,0,25,25,20+ years,1,0,3,Good,1,0,1,1,1,12,2.0,0,1,0,1,0,1,Current
40,36-45,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Female,Married,3448,0.03448,<20K,0,22,4,Exceeds,1,20,1,1-3 years,0,0,3,Good,1,0,1,1,6,2,2.3333333333333335,0,0,0,1,0,1,Current
54,46-55,No,0,R&D,Associates Degree,,Research Director,Male,Married,19406,0.19406,<20K,0,11,3,Fully Meets,0,24,4,3-5 years,0,0,2,Average,0,1,1,1,4,5,1.6666666666666667,0,1,1,0,0,1,Current
34,26-35,No,0,Sales,Master's Degree,,Sales Executive,Female,Married,6538,0.06538,<20K,0,15,3,Fully Meets,0,6,3,3-5 years,0,0,3,Good,1,0,1,1,9,4,2.3333333333333335,0,0,1,0,0,1,Current
31,26-35,No,0,R&D,Associates Degree,,Manufacturing Director,Female,Married,4306,0.04306,<20K,0,12,3,Fully Meets,0,13,13,10-15 years,1,0,1,Bad,0,1,1,1,1,7,1.6666666666666667,0,1,1,0,0,1,Current
43,36-45,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Married,2258,0.02258,<20K,0,20,4,Exceeds,1,8,3,3-5 years,0,0,3,Good,1,0,1,1,7,21,3.0,0,0,1,0,0,1,Current
43,36-45,No,0,R&D,Master's Degree,,Healthcare Representative,Female,Divorced,4522,0.04522,<20K,1,14,3,Fully Meets,0,8,5,5-10 years,0,0,3,Good,1,0,0,0,4,8,3.3333333333333335,1,0,1,0,0,1,Current
25,26-35,No,0,Sales,Associates Degree,,Sales Executive,Female,Single,4487,0.04487,<20K,1,11,3,Fully Meets,0,5,5,5-10 years,0,0,3,Good,1,0,0,0,1,4,2.6666666666666665,0,0,0,1,0,1,Current
37,36-45,No,0,R&D,Doctoral Degree,,Research Scientist,Female,Married,4449,0.04449,<20K,1,15,3,Fully Meets,0,15,13,10-15 years,1,0,3,Good,1,0,2,1,3,25,2.0,0,1,1,0,0,1,Current
31,26-35,No,0,R&D,Associates Degree,,Laboratory Technician,Male,Married,2218,0.02218,<20K,0,12,3,Fully Meets,0,4,4,3-5 years,0,0,3,Good,1,0,1,1,1,1,2.6666666666666665,0,0,0,1,0,1,Current
39,36-45,No,0,R&D,High School,,Manager,Male,Divorced,19197,0.19197,<20K,1,14,3,Fully Meets,0,21,21,20+ years,1,0,3,Good,1,0,1,1,1,1,2.6666666666666665,0,0,1,0,0,1,Current
56,56-65,No,0,Sales,Bachelor's Degree,,Sales Executive,Female,Married,13212,0.13212,<20K,0,11,3,Fully Meets,0,36,7,5-10 years,1,0,2,Average,0,1,3,1,9,6,2.6666666666666665,0,0,1,0,0,1,Current
30,26-35,No,0,Sales,Bachelor's Degree,,Sales Executive,Female,Single,6577,0.06577,<20K,0,11,3,Fully Meets,0,6,5,5-10 years,0,0,3,Good,1,0,0,0,0,12,2.3333333333333335,0,0,1,0,0,1,Current
41,36-45,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Married,8392,0.08392,<20K,0,16,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,1,1,1,1,2.0,0,1,1,0,0,1,Current
28,26-35,No,0,R&D,Associates Degree,,Laboratory Technician,Male,Divorced,4558,0.04558,<20K,0,12,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,1,1,1,17,2.6666666666666665,0,0,1,0,0,1,Current
25,26-35,Yes,1,R&D,Bachelor's Degree,,Laboratory Technician,Male,Married,4031,0.04031,<20K,0,13,3,Fully Meets,0,6,2,1-3 years,0,0,3,Good,1,0,1,1,5,3,1.6666666666666667,0,1,1,0,0,1,Ex-Employee
52,46-55,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Male,Married,7969,0.07969,<20K,1,14,3,Fully Meets,0,28,5,5-10 years,0,0,3,Good,1,0,0,0,2,3,3.3333333333333335,1,0,0,1,0,1,Current
45,46-55,No,0,R&D,Associates Degree,,Research Scientist,Male,Married,2654,0.02654,<20K,0,21,4,Exceeds,1,8,2,1-3 years,0,0,2,Average,0,1,2,1,3,10,3.0,0,0,1,0,0,1,Current
52,46-55,No,0,R&D,Associates Degree,,Manager,Female,Married,16555,0.16555,<20K,0,13,3,Fully Meets,0,31,5,5-10 years,0,0,1,Bad,0,1,0,0,2,4,4.0,1,0,1,0,0,1,Current
42,36-45,No,0,R&D,Associates Degree,,Research Scientist,Female,Divorced,4556,0.04556,<20K,0,11,3,Fully Meets,0,19,5,5-10 years,0,0,3,Good,1,0,1,1,2,29,2.0,0,1,1,0,0,1,Current
30,26-35,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Female,Single,6091,0.06091,<20K,0,20,4,Exceeds,1,11,5,5-10 years,0,0,3,Good,1,0,0,0,2,2,3.3333333333333335,1,0,0,1,0,1,Current
60,56-65,No,0,R&D,Bachelor's Degree,,Manager,Female,Married,19566,0.19566,<20K,0,11,3,Fully Meets,0,33,29,20+ years,1,0,1,Bad,0,1,0,0,5,7,2.0,0,1,1,0,0,1,Current
46,46-55,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Female,Divorced,4810,0.0481,<20K,0,14,3,Fully Meets,0,19,10,10-15 years,1,0,2,Average,0,1,1,1,2,18,3.0,0,0,1,0,0,1,Current
42,36-45,No,0,R&D,Master's Degree,,Healthcare Representative,Female,Married,4523,0.04523,<20K,0,11,3,Fully Meets,0,7,6,5-10 years,1,0,4,Excellent,1,0,3,1,0,28,4.0,1,0,0,1,0,1,Current
24,18-25,Yes,1,Sales,High School,,Sales Representative,Female,Single,3202,0.03202,<20K,1,16,3,Fully Meets,0,6,5,5-10 years,0,0,3,Good,1,0,0,0,1,1,1.6666666666666667,0,1,1,0,0,1,Ex-Employee
34,26-35,Yes,1,Sales,Associates Degree,,Sales Representative,Female,Divorced,2351,0.02351,<20K,0,16,3,Fully Meets,0,3,2,1-3 years,0,0,2,Average,0,1,1,1,0,6,3.6666666666666665,1,0,0,1,0,1,Ex-Employee
38,36-45,No,0,R&D,Associates Degree,,Laboratory Technician,Male,Married,1702,0.01702,<20K,1,23,4,Exceeds,1,1,1,1-3 years,0,0,3,Good,1,0,1,1,1,2,3.6666666666666665,1,0,1,0,0,1,Current
40,36-45,No,0,Sales,Master's Degree,,Manager,Female,Married,18041,0.18041,<20K,0,14,3,Fully Meets,0,21,20,20+ years,1,0,3,Good,1,0,0,0,0,2,3.3333333333333335,1,0,1,0,0,1,Current
26,26-35,No,0,R&D,Bachelor's Degree,,Research Scientist,Female,Divorced,2886,0.02886,<20K,0,22,4,Exceeds,1,3,3,3-5 years,0,0,1,Bad,0,1,2,1,1,23,2.3333333333333335,0,0,1,0,0,1,Current
30,26-35,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Married,2097,0.02097,<20K,0,15,3,Fully Meets,0,9,5,5-10 years,0,0,1,Bad,0,1,1,1,4,3,3.3333333333333335,1,0,1,0,0,1,Current
29,26-35,No,0,R&D,Master's Degree,,Research Director,Male,Married,11935,0.11935,<20K,0,18,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,0,0,1,3,2.6666666666666665,0,0,0,1,0,1,Current
29,26-35,Yes,1,R&D,Doctoral Degree,,Research Scientist,Female,Married,2546,0.02546,<20K,0,16,3,Fully Meets,0,6,2,1-3 years,0,0,4,Excellent,1,0,0,0,5,25,2.3333333333333335,0,0,0,1,0,1,Ex-Employee
19,18-25,Yes,1,HR,Associates Degree,,Human Resources,Male,Single,2564,0.02564,<20K,0,12,3,Fully Meets,0,1,1,1-3 years,0,0,4,Excellent,1,0,0,0,1,2,2.6666666666666665,0,0,0,1,0,1,Ex-Employee
30,26-35,No,0,Sales,Master's Degree,,Sales Executive,Female,Married,8412,0.08412,<20K,0,11,3,Fully Meets,0,10,9,5-10 years,1,0,3,Good,1,0,0,0,0,22,2.3333333333333335,0,0,1,0,0,1,Current
57,56-65,No,0,Sales,Bachelor's Degree,,Manager,Male,Divorced,14118,0.14118,<20K,0,12,3,Fully Meets,0,32,1,1-3 years,0,0,2,Average,0,1,1,1,3,29,2.6666666666666665,0,0,0,1,0,1,Current
50,46-55,No,0,R&D,Master's Degree,,Manager,Male,Married,17046,0.17046,<20K,0,15,3,Fully Meets,0,28,27,20+ years,1,0,3,Good,1,0,1,1,0,29,2.3333333333333335,0,0,0,1,0,1,Current
30,26-35,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Female,Single,2564,0.02564,<20K,0,14,3,Fully Meets,0,12,11,10-15 years,1,0,2,Average,0,1,0,0,0,2,3.3333333333333335,1,0,1,0,0,1,Current
60,56-65,No,0,Sales,Bachelor's Degree,,Sales Executive,Female,Married,10266,0.10266,<20K,0,19,3,Fully Meets,0,22,18,15-20 years,1,0,4,Excellent,1,0,0,0,4,28,2.6666666666666665,0,0,0,1,0,1,Current
47,46-55,No,0,R&D,Associates Degree,,Manufacturing Director,Female,Divorced,5070,0.0507,<20K,0,13,3,Fully Meets,0,20,5,5-10 years,0,0,3,Good,1,0,3,1,5,2,2.6666666666666665,0,0,1,0,0,1,Current
46,46-55,No,0,R&D,Bachelor's Degree,,Research Director,Male,Married,17861,0.17861,<20K,0,13,3,Fully Meets,0,26,3,3-5 years,0,0,1,Bad,0,1,0,0,6,2,2.3333333333333335,0,0,1,0,0,1,Current
35,36-45,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Single,4230,0.0423,<20K,0,15,3,Fully Meets,0,6,5,5-10 years,0,0,3,Good,1,0,0,0,0,22,3.3333333333333335,1,0,0,1,0,1,Current
54,46-55,No,0,R&D,Master's Degree,,Laboratory Technician,Female,Single,3780,0.0378,<20K,0,11,3,Fully Meets,0,19,1,1-3 years,0,0,3,Good,1,0,0,0,7,8,3.0,0,0,1,0,0,1,Current
34,26-35,No,0,R&D,Master's Degree,,Research Scientist,Male,Divorced,2768,0.02768,<20K,0,12,3,Fully Meets,0,14,7,5-10 years,1,0,3,Good,1,0,1,1,3,2,3.3333333333333335,1,0,0,1,0,1,Current
46,46-55,No,0,Sales,Bachelor's Degree,,Sales Executive,Female,Married,9071,0.09071,<20K,1,19,3,Fully Meets,0,15,3,3-5 years,0,0,3,Good,1,0,1,1,2,10,3.3333333333333335,1,0,0,1,0,1,Current
31,26-35,No,0,R&D,High School,,Manufacturing Director,Male,Divorced,10648,0.10648,<20K,0,25,4,Exceeds,1,13,13,10-15 years,1,0,4,Excellent,1,0,1,1,1,9,3.0,0,0,1,0,0,1,Current
33,26-35,Yes,1,R&D,High School,,Manager,Male,Married,13610,0.1361,<20K,1,12,3,Fully Meets,0,15,7,5-10 years,1,0,4,Excellent,1,0,0,0,7,15,3.0,0,0,1,0,0,1,Ex-Employee
33,26-35,Yes,1,R&D,High School,,Laboratory Technician,Male,Divorced,3408,0.03408,<20K,0,13,3,Fully Meets,0,8,4,3-5 years,0,0,3,Good,1,0,3,1,7,10,2.0,0,1,0,1,0,1,Ex-Employee
30,26-35,No,0,Sales,High School,,Sales Representative,Male,Single,2983,0.02983,<20K,0,14,3,Fully Meets,0,4,3,3-5 years,0,0,3,Good,1,0,0,0,0,7,2.3333333333333335,0,0,1,0,0,1,Current
35,36-45,No,0,R&D,Bachelor's Degree,,Healthcare Representative,Male,Married,7632,0.07632,<20K,1,12,3,Fully Meets,0,10,8,5-10 years,1,0,3,Good,1,0,0,0,4,16,3.3333333333333335,1,0,1,0,0,1,Current
31,26-35,Yes,1,R&D,Bachelor's Degree,,Healthcare Representative,Male,Married,9824,0.09824,<20K,0,12,3,Fully Meets,0,12,1,1-3 years,0,0,3,Good,1,0,0,0,3,20,1.6666666666666667,0,1,1,0,0,1,Ex-Employee
34,26-35,Yes,1,HR,Bachelor's Degree,,Human Resources,Female,Divorced,9950,0.0995,<20K,1,15,3,Fully Meets,0,11,3,3-5 years,0,0,3,Good,1,0,3,1,9,23,2.0,0,1,1,0,0,1,Ex-Employee
42,36-45,No,0,R&D,Associates Degree,,Laboratory Technician,Male,Married,2093,0.02093,<20K,0,17,3,Fully Meets,0,8,2,1-3 years,0,0,3,Good,1,0,1,1,4,5,3.0,0,0,1,0,0,1,Current
36,36-45,No,0,Sales,Master's Degree,,Sales Executive,Male,Single,9980,0.0998,<20K,0,14,3,Fully Meets,0,10,10,10-15 years,1,0,2,Average,0,1,0,0,1,10,3.3333333333333335,1,0,1,0,0,1,Current
22,18-25,Yes,1,R&D,High School,,Laboratory Technician,Male,Single,3894,0.03894,<20K,0,16,3,Fully Meets,0,4,2,1-3 years,0,0,3,Good,1,0,0,0,5,4,3.0,0,0,0,1,0,1,Ex-Employee
48,46-55,No,0,Sales,Doctoral Degree,,Sales Executive,Female,Married,4051,0.04051,<20K,0,14,3,Fully Meets,0,14,9,5-10 years,1,0,3,Good,1,0,1,1,2,2,2.3333333333333335,0,0,1,0,0,1,Current
55,56-65,No,0,Sales,Doctoral Degree,,Manager,Female,Single,16835,0.16835,<20K,0,23,4,Exceeds,1,37,10,10-15 years,1,0,3,Good,1,0,0,0,3,18,2.3333333333333335,0,0,1,0,0,1,Current
41,36-45,No,0,Sales,Associates Degree,,Sales Executive,Male,Single,6230,0.0623,<20K,0,14,3,Fully Meets,0,16,14,10-15 years,1,0,3,Good,1,0,0,0,7,10,4.0,1,0,1,0,0,1,Current
35,36-45,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Married,4717,0.04717,<20K,0,11,3,Fully Meets,0,15,11,10-15 years,1,0,3,Good,1,0,0,0,9,1,2.6666666666666665,0,0,1,0,0,1,Current
40,36-45,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Female,Single,13237,0.13237,<20K,0,15,3,Fully Meets,0,22,20,20+ years,1,0,3,Good,1,0,0,0,7,6,2.6666666666666665,0,0,1,0,0,1,Current
39,36-45,No,0,R&D,High School,,Laboratory Technician,Female,Married,3755,0.03755,<20K,0,11,3,Fully Meets,0,8,8,5-10 years,1,0,3,Good,1,0,1,1,1,8,2.3333333333333335,0,0,1,0,0,1,Current
31,26-35,No,0,Sales,High School,,Sales Executive,Male,Single,6582,0.06582,<20K,1,13,3,Fully Meets,0,10,6,5-10 years,1,0,4,Excellent,1,0,0,0,4,2,3.0,0,0,1,0,0,1,Current
42,36-45,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Male,Married,7406,0.07406,<20K,1,21,4,Exceeds,1,10,10,10-15 years,1,0,2,Average,0,1,1,1,1,24,3.0,0,0,1,0,0,1,Current
45,46-55,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Married,4805,0.04805,<20K,0,19,3,Fully Meets,0,9,8,5-10 years,1,0,4,Excellent,1,0,1,1,0,2,2.6666666666666665,0,0,1,0,0,1,Current
26,26-35,Yes,1,HR,Master's Degree,,Human Resources,Female,Divorced,2741,0.02741,<20K,1,11,3,Fully Meets,0,8,7,5-10 years,1,0,2,Average,0,1,1,1,0,17,2.3333333333333335,0,0,1,0,0,1,Ex-Employee
29,26-35,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Male,Divorced,4262,0.04262,<20K,0,12,3,Fully Meets,0,8,3,3-5 years,0,0,4,Excellent,1,0,2,1,4,19,3.3333333333333335,1,0,1,0,0,1,Current
33,26-35,No,0,R&D,Doctoral Degree,,Research Director,Female,Divorced,16184,0.16184,<20K,0,19,3,Fully Meets,0,10,6,5-10 years,1,0,3,Good,1,0,1,1,4,1,2.3333333333333335,0,0,1,0,0,1,Current
31,26-35,No,0,Sales,Bachelor's Degree,,Manager,Male,Divorced,11557,0.11557,<20K,0,21,4,Exceeds,1,10,5,5-10 years,0,0,2,Average,0,1,1,1,9,7,3.3333333333333335,1,0,0,1,0,1,Current
18,18-25,Yes,1,Sales,Bachelor's Degree,,Sales Representative,Male,Single,1878,0.01878,<20K,1,14,3,Fully Meets,0,0,0,<1 year,0,1,3,Good,1,0,0,0,1,5,2.6666666666666665,0,0,1,0,0,1,Ex-Employee
40,36-45,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Divorced,10932,0.10932,<20K,0,15,3,Fully Meets,0,20,1,1-3 years,0,0,3,Good,1,0,1,1,3,28,2.3333333333333335,0,0,0,1,0,1,Current
41,36-45,No,0,R&D,Master's Degree,,Healthcare Representative,Female,Single,6811,0.06811,<20K,1,17,3,Fully Meets,0,10,8,5-10 years,1,0,3,Good,1,0,0,0,2,2,1.6666666666666667,0,1,0,1,0,1,Current
26,26-35,No,0,Sales,Associates Degree,,Sales Executive,Male,Divorced,4306,0.04306,<20K,0,12,3,Fully Meets,0,8,0,<1 year,0,1,3,Good,1,0,2,1,5,29,1.6666666666666667,0,1,1,0,0,1,Current
35,36-45,No,0,Sales,Bachelor's Degree,,Sales Executive,Female,Single,4859,0.04859,<20K,0,16,3,Fully Meets,0,5,5,5-10 years,0,0,3,Good,1,0,0,0,1,1,2.6666666666666665,0,0,1,0,0,1,Current
34,26-35,No,0,Sales,Master's Degree,,Sales Executive,Male,Single,5337,0.05337,<20K,0,12,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,0,0,1,21,4.0,1,0,1,0,0,1,Current
26,26-35,Yes,1,R&D,Bachelor's Degree,,Laboratory Technician,Male,Single,2340,0.0234,<20K,1,18,3,Fully Meets,0,1,1,1-3 years,0,0,1,Bad,0,1,0,0,1,24,3.0,0,0,0,1,0,1,Ex-Employee
37,36-45,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Female,Single,7491,0.07491,<20K,0,17,3,Fully Meets,0,12,6,5-10 years,1,0,4,Excellent,1,0,0,0,4,1,3.3333333333333335,1,0,1,0,0,1,Current
46,46-55,No,0,R&D,High School,,Healthcare Representative,Female,Married,10527,0.10527,<20K,0,11,3,Fully Meets,0,28,2,1-3 years,0,0,2,Average,0,1,0,0,5,18,2.6666666666666665,0,0,1,0,0,1,Current
41,36-45,No,0,Sales,Doctoral Degree,,Manager,Female,Married,16595,0.16595,<20K,0,16,3,Fully Meets,0,22,18,15-20 years,1,0,3,Good,1,0,1,1,7,2,1.6666666666666667,0,1,1,0,0,1,Current
37,36-45,No,0,Sales,Master's Degree,,Sales Executive,Male,Divorced,8834,0.08834,<20K,0,13,3,Fully Meets,0,9,9,5-10 years,1,0,3,Good,1,0,1,1,1,9,2.3333333333333335,0,0,1,0,0,1,Current
52,46-55,No,0,R&D,Associates Degree,,Research Scientist,Male,Divorced,5577,0.05577,<20K,1,12,3,Fully Meets,0,18,10,10-15 years,1,0,3,Good,1,0,2,1,3,6,2.3333333333333335,0,0,1,0,0,1,Current
32,26-35,Yes,1,Sales,Master's Degree,,Sales Executive,Male,Married,4707,0.04707,<20K,0,12,3,Fully Meets,0,6,4,3-5 years,0,0,3,Good,1,0,0,0,8,11,3.6666666666666665,1,0,1,0,0,1,Ex-Employee
24,18-25,No,0,Sales,Bachelor's Degree,,Sales Representative,Male,Married,2400,0.024,<20K,0,13,3,Fully Meets,0,3,2,1-3 years,0,0,3,Good,1,0,2,1,0,24,3.6666666666666665,1,0,1,0,0,1,Current
38,36-45,No,0,R&D,Bachelor's Degree,,Healthcare Representative,Female,Married,9824,0.09824,<20K,0,19,3,Fully Meets,0,18,1,1-3 years,0,0,3,Good,1,0,1,1,3,10,3.0,0,0,1,0,0,1,Current
37,36-45,No,0,R&D,Master's Degree,,Manufacturing Director,Female,Married,6447,0.06447,<20K,0,12,3,Fully Meets,0,8,6,5-10 years,1,0,2,Average,0,1,1,1,6,1,2.0,0,1,1,0,0,1,Current
49,46-55,No,0,R&D,Master's Degree,,Research Director,Male,Divorced,19502,0.19502,<20K,1,17,3,Fully Meets,0,31,31,20+ years,1,0,3,Good,1,0,1,1,1,18,3.3333333333333335,1,0,0,1,0,1,Current
24,18-25,No,0,R&D,Bachelor's Degree,,Research Scientist,Male,Married,2725,0.02725,<20K,1,11,3,Fully Meets,0,6,6,5-10 years,1,0,3,Good,1,0,2,1,1,23,2.6666666666666665,0,0,1,0,0,1,Current
